2013-14 State, District, School Level EOG and EOC Report								
Percentages greater than 95 are displayed as >95 and percentages less than 5 are displayed as <5.								
Results are blank or excluded from the file if the denominator is less than 5 scores or students.								
College & Career Ready (CCR) - Level 4 & 5 /Grade Level Proficient (GLP) - Level 3 & Above								
								
Note:  Filter applied to all columns headers.  For sorting or filtering, click on the down arrow.								
District Name	School Name	School Code	Subject	Percent Level 1	Percent Level 2	Percent Level 3	Percent Level 4	Percent Level 5
Dare County Schools	First Flight Middle School	280328	All Science	5.3	5.8	8.7	55.8	24.5
Dare County Schools	First Flight Middle School	280328	Science Grade 8	5.3	5.8	8.7	55.8	24.5
Dare County Schools	First Flight Middle School	280328	All EOC	<5	<5	<5	57.5	33.3
Dare County Schools	First Flight Middle School	280328	Math I	<5	<5	<5	57.5	33.3
Dare County Schools	First Flight High School	280330	All Subjects	8.5	14.4	10.8	50.5	15.8
Dare County Schools	First Flight High School	280330	All EOC	8.5	14.4	10.8	50.5	15.8
Dare County Schools	First Flight High School	280330	Math I	15.7	11.7	9.6	52.3	10.7
Dare County Schools	First Flight High School	280330	Biology	7.4	19.7	10.5	35.4	27.1
Dare County Schools	First Flight High School	280330	English II	<5	11.3	12.3	65.1	8.5
Davidson County Schools	District Results	290	All Subjects	17.1	22.3	11.1	37.9	11.6
Davidson County Schools	District Results	290	All EOG	17.5	22.8	10.7	36.7	12.4
Davidson County Schools	District Results	290	EOG Grade 3	16.5	21.7	13.3	34.8	13.6
Davidson County Schools	District Results	290	EOG Grade 4	19.2	22.7	10.7	37.3	10.1
Davidson County Schools	District Results	290	EOG Grade 5	16.0	22.7	10.9	37.8	12.7
Davidson County Schools	District Results	290	EOG Grade 6	20.4	23.4	10.1	34.7	11.4
Davidson County Schools	District Results	290	EOG Grade 7	20.0	23.3	9.7	34.2	12.9
Davidson County Schools	District Results	290	EOG Grade 8	14.8	22.8	10.0	39.5	12.9
Davidson County Schools	District Results	290	All Reading	17.4	22.8	12.6	37.7	9.5
Davidson County Schools	District Results	290	Reading Grade 3	19.8	21.4	13.3	34.5	11.0
Davidson County Schools	District Results	290	Reading Grade 4	22.7	18.8	12.8	40.4	5.2
Davidson County Schools	District Results	290	Reading Grade 5	22.3	24.0	14.3	31.9	7.4
Davidson County Schools	District Results	290	Reading Grade 6	14.7	22.7	11.4	40.1	11.1
Davidson County Schools	District Results	290	Reading Grade 7	12.1	23.7	11.3	41.5	11.5
Davidson County Schools	District Results	290	Reading Grade 8	14.2	25.7	12.8	37.0	10.3
Davidson County Schools	District Results	290	All Math	19.7	25.6	9.1	32.1	13.6
Davidson County Schools	District Results	290	Math Grade 3	13.2	22.0	13.3	35.2	16.3
Davidson County Schools	District Results	290	Math Grade 4	15.7	26.6	8.6	34.2	14.9
Davidson County Schools	District Results	290	Math Grade 5	14.2	23.8	6.7	38.1	17.1
Davidson County Schools	District Results	290	Math Grade 6	26.1	24.2	8.7	29.2	11.8
Davidson County Schools	District Results	290	Math Grade 7	27.9	22.8	8.1	27.0	14.3
Davidson County Schools	District Results	290	Math Grade 8	20.0	33.5	9.2	29.7	7.5
Davidson County Schools	District Results	290	All Science	10.8	14.4	9.8	47.6	17.3
Davidson County Schools	District Results	290	Science Grade 5	11.5	20.3	11.6	43.2	13.4
Davidson County Schools	District Results	290	Science Grade 8	10.3	9.1	8.1	51.7	20.9
Davidson County Schools	District Results	290	All EOC	15.9	20.5	12.4	42.3	8.9
Davidson County Schools	District Results	290	Math I	16.2	16.4	16.2	42.6	8.7
Davidson County Schools	District Results	290	Biology	17.1	25.8	10.5	35.4	11.3
Davidson County Schools	District Results	290	English II	14.3	21.5	8.6	49.0	6.6
Davidson County Schools	Brier Creek Elementary	290302	All Subjects	22.5	26.1	9.9	33.8	7.7
Davidson County Schools	Brier Creek Elementary	290302	All EOG	22.5	26.1	9.9	33.8	7.7
Davidson County Schools	Brier Creek Elementary	290302	EOG Grade 3	17.9	19.8	14.2	36.8	11.3
Davidson County Schools	Brier Creek Elementary	290302	EOG Grade 4	20.9	29.1	7.5	36.6	6.0
Davidson County Schools	Brier Creek Elementary	290302	EOG Grade 5	26.3	27.4	9.1	30.1	7.0
Davidson County Schools	Brier Creek Elementary	290302	All Reading	26.9	20.3	11.0	37.9	<5
Davidson County Schools	Brier Creek Elementary	290302	Reading Grade 3	18.9	18.9	11.3	45.3	5.7
Davidson County Schools	Brier Creek Elementary	290302	Reading Grade 4	25.4	19.4	9.0	43.3	<5
Davidson County Schools	Brier Creek Elementary	290302	Reading Grade 5	35.5	22.6	12.9	25.8	<5
Davidson County Schools	Brier Creek Elementary	290302	All Math	19.2	30.8	8.2	30.8	11.0
Davidson County Schools	Brier Creek Elementary	290302	Math Grade 3	17.0	20.8	17.0	28.3	17.0
Davidson County Schools	Brier Creek Elementary	290302	Math Grade 4	16.4	38.8	6.0	29.9	9.0
Davidson County Schools	Brier Creek Elementary	290302	Math Grade 5	24.2	30.6	<5	33.9	8.1
Davidson County Schools	Brier Creek Elementary	290302	All Science	19.4	29.0	11.3	30.6	9.7
Davidson County Schools	Brier Creek Elementary	290302	Science Grade 5	19.4	29.0	11.3	30.6	9.7
Davidson County Schools	Northwest Elementary	290306	All Subjects	14.8	16.8	10.3	43.0	15.1
Davidson County Schools	Northwest Elementary	290306	All EOG	14.8	16.8	10.3	43.0	15.1
Davidson County Schools	Northwest Elementary	290306	EOG Grade 3	24.3	19.1	9.2	36.8	10.5
Davidson County Schools	Northwest Elementary	290306	EOG Grade 4	15.6	15.1	12.3	43.4	13.7
Davidson County Schools	Northwest Elementary	290306	EOG Grade 5	9.1	16.8	9.5	46.0	18.6
Davidson County Schools	Northwest Elementary	290306	All Reading	19.5	17.7	11.9	42.2	8.7
Davidson County Schools	Northwest Elementary	290306	Reading Grade 3	32.9	17.1	6.6	34.2	9.2
Davidson County Schools	Northwest Elementary	290306	Reading Grade 4	17.0	12.3	16.0	48.1	6.6
Davidson County Schools	Northwest Elementary	290306	Reading Grade 5	11.6	24.2	11.6	42.1	10.5
Davidson County Schools	Northwest Elementary	290306	All Math	13.4	17.3	8.3	41.2	19.9
Davidson County Schools	Northwest Elementary	290306	Math Grade 3	15.8	21.1	11.8	39.5	11.8
Davidson County Schools	Northwest Elementary	290306	Math Grade 4	14.2	17.9	8.5	38.7	20.8
Davidson County Schools	Northwest Elementary	290306	Math Grade 5	10.5	13.7	5.3	45.3	25.3
Davidson County Schools	Northwest Elementary	290306	All Science	5.3	12.6	11.6	50.5	20.0
Davidson County Schools	Northwest Elementary	290306	Science Grade 5	5.3	12.6	11.6	50.5	20.0
Davidson County Schools	Southmont Elementary	290307	All Subjects	19.0	25.7	10.3	36.2	8.7
Davidson County Schools	Southmont Elementary	290307	All EOG	19.0	25.7	10.3	36.2	8.7
Davidson County Schools	Southmont Elementary	290307	EOG Grade 3	21.6	25.9	11.2	35.3	6.0
Davidson County Schools	Southmont Elementary	290307	EOG Grade 4	18.5	20.0	6.9	41.5	13.1
Davidson County Schools	Southmont Elementary	290307	EOG Grade 5	17.9	29.4	11.9	33.3	7.5
Davidson County Schools	Southmont Elementary	290307	All Reading	25.8	22.1	8.4	38.4	5.3
Davidson County Schools	Southmont Elementary	290307	Reading Grade 3	25.9	20.7	6.9	36.2	10.3
Davidson County Schools	Southmont Elementary	290307	Reading Grade 4	23.1	18.5	6.2	50.8	<5
Davidson County Schools	Southmont Elementary	290307	Reading Grade 5	28.4	26.9	11.9	28.4	<5
Davidson County Schools	Southmont Elementary	290307	All Math	14.7	29.5	10.5	32.6	12.6
Davidson County Schools	Southmont Elementary	290307	Math Grade 3	17.2	31.0	15.5	34.5	<5
Davidson County Schools	Southmont Elementary	290307	Math Grade 4	13.8	21.5	7.7	32.3	24.6
Davidson County Schools	Southmont Elementary	290307	Math Grade 5	13.4	35.8	9.0	31.3	10.4
Davidson County Schools	Southmont Elementary	290307	All Science	11.9	25.4	14.9	40.3	7.5
Davidson County Schools	Southmont Elementary	290307	Science Grade 5	11.9	25.4	14.9	40.3	7.5
Davidson County Schools	Central Davidson High	290308	All Subjects	21.4	25.6	13.4	35.5	<5
Davidson County Schools	Central Davidson High	290308	All EOC	21.4	25.6	13.4	35.5	<5
Davidson County Schools	Central Davidson High	290308	Math I	33.3	24.9	17.7	21.1	<5
Davidson County Schools	Central Davidson High	290308	Biology	17.4	24.5	13.4	38.3	6.3
Davidson County Schools	Central Davidson High	290308	English II	14.3	27.4	9.3	45.9	<5
Davidson County Schools	Central Davidson Middle	290309	All Subjects	20.0	23.8	10.2	36.3	9.7
Davidson County Schools	Central Davidson Middle	290309	All EOG	20.7	24.6	10.3	34.5	9.8
Davidson County Schools	Central Davidson Middle	290309	EOG Grade 6	20.4	24.4	10.2	35.4	9.6
Davidson County Schools	Central Davidson Middle	290309	EOG Grade 7	20.7	23.7	11.1	31.4	13.2
Davidson County Schools	Central Davidson Middle	290309	EOG Grade 8	21.1	25.4	9.9	36.1	7.6
Davidson County Schools	Central Davidson Middle	290309	All Reading	14.4	23.6	11.7	39.8	10.6
Davidson County Schools	Central Davidson Middle	290309	Reading Grade 6	12.6	19.3	11.6	45.3	11.2
Davidson County Schools	Central Davidson Middle	290309	Reading Grade 7	12.5	23.1	12.8	39.5	12.1
Davidson County Schools	Central Davidson Middle	290309	Reading Grade 8	18.4	28.9	10.5	34.0	8.2
Davidson County Schools	Central Davidson Middle	290309	All Math	28.0	29.1	9.0	25.1	8.8
Davidson County Schools	Central Davidson Middle	290309	Math Grade 6	28.1	29.5	8.8	25.6	8.1
Davidson County Schools	Central Davidson Middle	290309	Math Grade 7	28.9	24.3	9.3	23.2	14.3
Davidson County Schools	Central Davidson Middle	290309	Math Grade 8	27.0	34.0	9.0	26.6	<5
Davidson County Schools	Central Davidson Middle	290309	All Science	18.0	13.3	10.2	47.7	10.9
Davidson County Schools	Central Davidson Middle	290309	Science Grade 8	18.0	13.3	10.2	47.7	10.9
Davidson County Schools	Central Davidson Middle	290309	All EOC	<5	<5	7.3	78.0	7.3
Davidson County Schools	Central Davidson Middle	290309	Math I	<5	<5	7.3	78.0	7.3
Davidson County Schools	Stoner-Thomas School	290310	All Subjects	19.5	44.2	19.5	12.4	<5
Davidson County Schools	Stoner-Thomas School	290310	All EOG	20.2	47.2	16.9	12.4	<5
Davidson County Schools	Stoner-Thomas School	290310	EOG Grade 3	33.3	33.3	8.3	25.0	<5
Davidson County Schools	Stoner-Thomas School	290310	EOG Grade 4	25.0	58.3	16.7	<5	<5
Davidson County Schools	Stoner-Thomas School	290310	EOG Grade 5	12.5	33.3	33.3	8.3	12.5
Davidson County Schools	Stoner-Thomas School	290310	EOG Grade 6	12.5	50.0	18.8	18.8	<5
Davidson County Schools	Stoner-Thomas School	290310	EOG Grade 7	31.3	68.8	<5	<5	<5
Davidson County Schools	Stoner-Thomas School	290310	EOG Grade 8	11.1	44.4	11.1	33.3	<5
Davidson County Schools	Stoner-Thomas School	290310	All Reading	20.5	41.0	17.9	17.9	<5
Davidson County Schools	Stoner-Thomas School	290310	Reading Grade 3	16.7	50.0	<5	33.3	<5
Davidson County Schools	Stoner-Thomas School	290310	Reading Grade 4	16.7	66.7	16.7	<5	<5
Davidson County Schools	Stoner-Thomas School	290310	Reading Grade 5	25.0	12.5	25.0	25.0	12.5
Davidson County Schools	Stoner-Thomas School	290310	Reading Grade 6	12.5	25.0	37.5	25.0	<5
Davidson County Schools	Stoner-Thomas School	290310	Reading Grade 7	37.5	62.5	<5	<5	<5
Davidson County Schools	Stoner-Thomas School	290310	All Math	25.6	56.4	12.8	5.1	<5
Davidson County Schools	Stoner-Thomas School	290310	Math Grade 3	50.0	16.7	16.7	16.7	<5
Davidson County Schools	Stoner-Thomas School	290310	Math Grade 4	33.3	50.0	16.7	<5	<5
Davidson County Schools	Stoner-Thomas School	290310	Math Grade 5	12.5	50.0	37.5	<5	<5
Davidson County Schools	Stoner-Thomas School	290310	Math Grade 6	12.5	75.0	<5	12.5	<5
Davidson County Schools	Stoner-Thomas School	290310	Math Grade 7	25.0	75.0	<5	<5	<5
Davidson County Schools	Stoner-Thomas School	290310	All Science	<5	36.4	27.3	18.2	18.2
Davidson County Schools	Stoner-Thomas School	290310	Science Grade 5	<5	37.5	37.5	<5	25.0
Davidson County Schools	Stoner-Thomas School	290310	All EOC	16.7	33.3	29.2	12.5	8.3
Davidson County Schools	Stoner-Thomas School	290310	Math I	37.5	<5	50.0	12.5	<5
Davidson County Schools	Stoner-Thomas School	290310	Biology	<5	50.0	37.5	<5	12.5
Davidson County Schools	Stoner-Thomas School	290310	English II	12.5	50.0	<5	25.0	12.5
Davidson County Schools	Churchland Elementary	290312	All Subjects	19.7	21.3	10.5	39.0	9.6
Davidson County Schools	Churchland Elementary	290312	All EOG	19.7	21.3	10.5	39.0	9.6
Davidson County Schools	Churchland Elementary	290312	EOG Grade 3	18.1	21.7	14.5	37.0	8.7
Davidson County Schools	Churchland Elementary	290312	EOG Grade 4	21.9	23.0	11.8	36.0	7.3
Davidson County Schools	Churchland Elementary	290312	EOG Grade 5	18.9	19.7	7.0	42.5	11.8
Davidson County Schools	Churchland Elementary	290312	All Reading	26.5	22.2	12.0	32.5	6.8
Davidson County Schools	Churchland Elementary	290312	Reading Grade 3	23.2	27.5	10.1	31.9	7.2
Davidson County Schools	Churchland Elementary	290312	Reading Grade 4	30.3	15.7	14.6	33.7	5.6
Davidson County Schools	Churchland Elementary	290312	Reading Grade 5	25.0	25.0	10.5	31.6	7.9
Davidson County Schools	Churchland Elementary	290312	All Math	12.8	20.9	10.3	44.0	12.0
Davidson County Schools	Churchland Elementary	290312	Math Grade 3	13.0	15.9	18.8	42.0	10.1
Davidson County Schools	Churchland Elementary	290312	Math Grade 4	13.5	30.3	9.0	38.2	9.0
Davidson County Schools	Churchland Elementary	290312	Math Grade 5	11.8	14.5	<5	52.6	17.1
Davidson County Schools	Churchland Elementary	290312	All Science	19.7	19.7	6.6	43.4	10.5
Davidson County Schools	Churchland Elementary	290312	Science Grade 5	19.7	19.7	6.6	43.4	10.5
Davidson County Schools	Davidson County High School	290314	All Subjects	39.0	31.7	<5	24.4	<5
Davidson County Schools	Davidson County High School	290314	All EOG	33.3	16.7	16.7	33.3	<5
Davidson County Schools	Davidson County High School	290314	EOG Grade 8	33.3	16.7	16.7	33.3	<5
Davidson County Schools	Davidson County High School	290314	All EOC	40.0	34.3	<5	22.9	<5
Davidson County Schools	Davidson County High School	290314	Math I	42.9	28.6	14.3	14.3	<5
Davidson County Schools	Davidson County High School	290314	Biology	50.0	25.0	<5	25.0	<5
Davidson County Schools	Davidson County High School	290314	English II	35.0	40.0	<5	25.0	<5
Davidson County Schools	Davidson Early College	290315	All Subjects	7.7	16.5	9.9	49.5	16.5
Davidson County Schools	Davidson Early College	290315	All EOC	7.7	16.5	9.9	49.5	16.5
Davidson County Schools	Davidson Early College	290315	Math I	10.3	13.8	13.8	51.7	10.3
Davidson County Schools	Davidson Early College	290315	Biology	11.4	28.6	11.4	31.4	17.1
Davidson County Schools	Davidson Early College	290315	English II	<5	<5	<5	70.4	22.2
Davidson County Schools	Davis-Townsend Elementary	290316	All Subjects	12.2	21.9	15.5	36.8	13.5
Davidson County Schools	Davis-Townsend Elementary	290316	All EOG	12.2	21.9	15.5	36.8	13.5
Davidson County Schools	Davis-Townsend Elementary	290316	EOG Grade 3	9.1	18.8	14.4	36.1	21.6
Davidson County Schools	Davis-Townsend Elementary	290316	EOG Grade 4	20.7	19.6	13.6	36.4	9.8
Davidson County Schools	Davis-Townsend Elementary	290316	EOG Grade 5	8.5	26.4	17.9	37.8	9.3
Davidson County Schools	Davis-Townsend Elementary	290316	All Reading	14.7	20.9	17.3	34.5	12.6
Davidson County Schools	Davis-Townsend Elementary	290316	Reading Grade 3	10.6	21.2	12.5	35.6	20.2
Davidson County Schools	Davis-Townsend Elementary	290316	Reading Grade 4	21.7	16.3	14.1	40.2	7.6
Davidson County Schools	Davis-Townsend Elementary	290316	Reading Grade 5	12.2	25.6	26.8	26.8	8.5
Davidson County Schools	Davis-Townsend Elementary	290316	All Math	10.8	20.1	12.2	39.6	17.3
Davidson County Schools	Davis-Townsend Elementary	290316	Math Grade 3	7.7	16.3	16.3	36.5	23.1
Davidson County Schools	Davis-Townsend Elementary	290316	Math Grade 4	19.6	22.8	13.0	32.6	12.0
Davidson County Schools	Davis-Townsend Elementary	290316	Math Grade 5	<5	22.0	6.1	51.2	15.9
Davidson County Schools	Davis-Townsend Elementary	290316	All Science	8.5	31.7	20.7	35.4	<5
Davidson County Schools	Davis-Townsend Elementary	290316	Science Grade 5	8.5	31.7	20.7	35.4	<5
Davidson County Schools	Denton Elementary	290320	All Subjects	31.0	31.2	9.6	24.4	<5
Davidson County Schools	Denton Elementary	290320	All EOG	31.0	31.2	9.6	24.4	<5
Davidson County Schools	Denton Elementary	290320	EOG Grade 3	33.3	30.8	11.7	18.3	5.8
Davidson County Schools	Denton Elementary	290320	EOG Grade 4	24.6	34.6	7.7	30.8	<5
Davidson County Schools	Denton Elementary	290320	EOG Grade 5	33.9	29.1	9.5	23.8	<5
Davidson County Schools	Denton Elementary	290320	All Reading	28.7	28.7	13.3	25.5	<5
Davidson County Schools	Denton Elementary	290320	Reading Grade 3	35.0	30.0	8.3	20.0	6.7
Davidson County Schools	Denton Elementary	290320	Reading Grade 4	23.1	29.2	9.2	38.5	<5
Davidson County Schools	Denton Elementary	290320	Reading Grade 5	28.6	27.0	22.2	17.5	<5
Davidson County Schools	Denton Elementary	290320	All Math	33.0	34.6	7.4	20.7	<5
Davidson County Schools	Denton Elementary	290320	Math Grade 3	31.7	31.7	15.0	16.7	5.0
Davidson County Schools	Denton Elementary	290320	Math Grade 4	26.2	40.0	6.2	23.1	<5
Davidson County Schools	Denton Elementary	290320	Math Grade 5	41.3	31.7	<5	22.2	<5
Davidson County Schools	Denton Elementary	290320	All Science	31.7	28.6	<5	31.7	<5
Davidson County Schools	Denton Elementary	290320	Science Grade 5	31.7	28.6	<5	31.7	<5
Davidson County Schools	E Lawson Brown Middle	290322	All Subjects	17.6	20.9	10.2	37.9	13.3
Davidson County Schools	E Lawson Brown Middle	290322	All EOG	18.8	22.2	10.4	35.8	12.8
Davidson County Schools	E Lawson Brown Middle	290322	EOG Grade 6	24.5	24.7	11.5	30.8	8.6
Davidson County Schools	E Lawson Brown Middle	290322	EOG Grade 7	21.3	23.2	9.2	33.5	12.7
Davidson County Schools	E Lawson Brown Middle	290322	EOG Grade 8	13.8	20.1	10.5	40.3	15.4
Davidson County Schools	E Lawson Brown Middle	290322	All Reading	16.9	24.9	13.3	36.4	8.5
Davidson County Schools	E Lawson Brown Middle	290322	Reading Grade 6	20.9	25.1	13.8	33.5	6.7
Davidson County Schools	E Lawson Brown Middle	290322	Reading Grade 7	15.4	21.7	10.5	41.6	10.9
Davidson County Schools	E Lawson Brown Middle	290322	Reading Grade 8	14.9	27.9	15.6	33.8	7.8
Davidson County Schools	E Lawson Brown Middle	290322	All Math	24.0	25.5	8.6	30.1	11.7
Davidson County Schools	E Lawson Brown Middle	290322	Math Grade 6	28.0	24.3	9.2	28.0	10.5
Davidson County Schools	E Lawson Brown Middle	290322	Math Grade 7	27.3	24.7	7.9	25.5	14.6
Davidson County Schools	E Lawson Brown Middle	290322	Math Grade 8	17.1	27.5	8.9	36.4	10.0
Davidson County Schools	E Lawson Brown Middle	290322	All Science	9.3	<5	7.1	50.6	28.3
Davidson County Schools	E Lawson Brown Middle	290322	Science Grade 8	9.3	<5	7.1	50.6	28.3
Davidson County Schools	E Lawson Brown Middle	290322	All EOC	<5	<5	8.0	68.8	20.8
Davidson County Schools	E Lawson Brown Middle	290322	Math I	<5	<5	8.0	68.8	20.8
Davidson County Schools	East Davidson High	290324	All Subjects	23.9	18.4	12.8	38.6	6.2
Davidson County Schools	East Davidson High	290324	All EOC	23.9	18.4	12.8	38.6	6.2
Davidson County Schools	East Davidson High	290324	Math I	29.7	17.5	19.0	31.6	<5
Davidson County Schools	East Davidson High	290324	Biology	19.8	22.3	11.2	34.7	12.0
Davidson County Schools	East Davidson High	290324	English II	21.6	15.5	7.8	50.2	<5
Davidson County Schools	Fair Grove Elementary	290328	All Subjects	18.1	20.9	11.3	37.9	11.8
Davidson County Schools	Fair Grove Elementary	290328	All EOG	18.1	20.9	11.3	37.9	11.8
Davidson County Schools	Fair Grove Elementary	290328	EOG Grade 3	15.4	25.0	12.2	33.5	13.8
Davidson County Schools	Fair Grove Elementary	290328	EOG Grade 4	19.2	20.9	12.2	36.6	11.0
Davidson County Schools	Fair Grove Elementary	290328	EOG Grade 5	19.4	17.8	10.1	41.9	10.9
Davidson County Schools	Fair Grove Elementary	290328	All Reading	22.2	21.4	13.9	35.7	6.8
Davidson County Schools	Fair Grove Elementary	290328	Reading Grade 3	18.1	25.5	11.7	33.0	11.7
